time,can0_MO_Drehzahl_01 [Unit_MinutInver]
134.9670159816742,1559.0
134.97603511810303,1555.5
134.9866361618042,1551.5
134.99605894088745,1548.0
135.00604009628296,1546.5
135.0170180797577,1543.5
135.02651405334473,1537.5
135.0366451740265,1534.5
135.04605221748352,1533.0
135.05600214004517,1533.5
135.0670120716095,1535.0
135.07600593566895,1537.0
135.08606386184692,1540.0
135.09613800048828,1542.5
135.10605692863464,1544.5
135.11701607704163,1546.0
135.1260061264038,1547.0
135.13606190681458,1546.5
135.1460428237915,1543.5
135.1561770439148,1540.5
135.16606903076172,1536.5
135.17601895332336,1532.5
135.18705105781555,1529.5
135.19700717926025,1529.0
135.20702385902405,1531.0
135.21714806556702,1532.0
135.22744297981262,1532.5
135.2370162010193,1532.0
135.24701690673828,1529.5
135.25701999664307,1528.0
135.26701402664185,1528.5
135.2770218849182,1529.0
135.28600406646729,1529.0
135.29593205451965,1525.5
135.30600500106812,1521.5
135.31702995300293,1519.0
135.3260521888733,1516.0
135.33688497543335,1513.5
135.34604287147522,1514.0
135.35605311393738,1516.0
135.36703896522522,1518.0
135.3760449886322,1519.0
135.38600397109985,1520.0
135.39701414108276,1522.5
135.40701603889465,1523.5
135.4170172214508,1523.0
135.42638897895813,1523.5
135.43701815605164,1523.0
135.44606113433838,1521.0
135.4560399055481,1517.5
135.4663860797882,1513.5
135.47601103782654,1511.0
135.4860110282898,1508.5
135.49601793289185,1505.0
135.50701689720154,1503.0
135.5170600414276,1501.5
135.52600717544556,1500.5
135.5359182357788,1501.5
135.5460228919983,1504.5
135.5561490058899,1508.0
135.5670189857483,1509.0
135.57604789733887,1509.0
135.58605813980103,1510.5
135.59603714942932,1512.0
135.60701203346252,1511.5
135.6170151233673,1510.0
135.6263942718506,1508.5
135.63650798797607,1507.5
135.64606499671936,1504.0
135.65700721740723,1500.5
135.66727805137634,1498.0
135.67600417137146,1496.0
135.68663597106934,1495.0
135.6961259841919,1494.0
135.7059142589569,1494.0
135.71701097488403,1495.0
135.7260069847107,1494.5
135.73602199554443,1493.0
135.7460160255432,1492.0
135.75713515281677,1490.5
135.766517162323,1490.5
135.7760488986969,1491.5
135.78606009483337,1494.5
135.79689407348633,1497.5
135.80600714683533,1499.5
135.8170199394226,1499.0
135.82651805877686,1499.0
135.83721923828125,1499.0
135.84604501724243,1497.5
135.85689496994019,1494.0
135.86713194847107,1493.0
135.87701106071472,1492.5
135.88626909255981,1490.5
135.89587998390198,1488.0
135.90675902366638,1487.5
135.91700887680054,1487.5
135.92599821090698,1488.0
135.93600511550903,1487.0
135.94605326652527,1487.0
135.95714211463928,1489.0
135.96701383590698,1490.0
135.9760901927948,1490.0
135.98702216148376,1491.0
135.99701309204102,1493.5
136.00664710998535,1495.5
136.0170180797577,1495.5
136.02713298797607,1494.0
136.0370171070099,1494.0
136.0460171699524,1492.5
136.05664205551147,1490.5
136.0665271282196,1489.0
136.07701301574707,1488.0
136.0870180130005,1487.5
136.09614419937134,1486.5
136.10651803016663,1485.5
136.1170129776001,1484.5
136.12601804733276,1483.0
136.13616800308228,1481.5
136.1460611820221,1483.5
136.15720510482788,1486.5
136.16701912879944,1489.5
136.17700791358948,1489.5
136.18702006340027,1488.5
136.19701099395752,1489.0
136.20740509033203,1489.0
136.21750617027283,1487.5
136.2265100479126,1487.0
136.23663687705994,1486.0
136.24701404571533,1485.0
136.257385969162,1483.5
136.26725816726685,1483.0
136.27699995040894,1483.0
136.2870111465454,1482.5
136.2971510887146,1482.0
136.30713081359863,1483.5
136.3180091381073,1485.5
136.32701015472412,1486.0
136.33733105659485,1486.5
136.34702014923096,1487.0
136.35750913619995,1486.5
136.36701488494873,1486.0
136.37700986862183,1485.0
136.38715505599976,1487.5
136.39701294898987,1491.0
136.40638899803162,1489.5
136.41702103614807,1484.5
136.42651391029358,1481.0
136.4365131855011,1479.5
136.44702100753784,1480.0
136.45663499832153,1480.5
136.46741008758545,1483.5
136.47701406478882,1488.0
136.48701810836792,1488.0
136.49713110923767,1486.0
136.50725507736206,1484.5
136.5170121192932,1484.5
136.52708101272583,1487.5
136.53701400756836,1488.0
136.54701328277588,1488.0
136.55638718605042,1488.0
136.56701493263245,1485.0
136.5770080089569,1480.5
136.587012052536,1477.5
136.59701704978943,1475.5
136.60627102851868,1474.5
136.61700987815857,1473.0
136.6265149116516,1471.0
136.63663792610168,1472.0
136.64701390266418,1474.0
