time,can0_ESP_Querbeschleunigung [Unit_ForceOfGravi],can0_ESP_Laengsbeschl [Unit_MeterPerSeconSquar],can0_ESP_Gierrate [Unit_DegreOfArcPerSecon],can0_ESP_VZ_Gierrate []
1.839378833770752,0.13000000000000012,-1.34375,29.85,0
1.8591277599334717,0.1399999999999999,-1.34375,30.14,0
1.8800010681152344,0.13000000000000012,-1.34375,30.73,0
1.9002559185028076,0.1100000000000001,-1.34375,31.220000000000002,0
1.9190459251403809,0.09000000000000008,-1.34375,31.36,0
1.9393837451934814,0.07000000000000006,-1.34375,31.12,0
1.959129810333252,0.040000000000000036,-1.25,30.57,0
1.979386806488037,0.030000000000000027,-1.15625,29.85,0
2.0001296997070312,0.020000000000000018,-1.0625,28.98,0
2.0194649696350098,0.020000000000000018,-1.0625,28.09,0
2.0398128032684326,0.040000000000000036,-1.0625,27.35,0
2.0592567920684814,0.07000000000000006,-1.0625,26.92,0
2.0792551040649414,0.10000000000000009,-0.96875,26.67,0
2.0998799800872803,0.13000000000000012,-0.875,26.48,0
2.1194489002227783,0.1200000000000001,-0.96875,26.23,0
2.1396360397338867,0.1200000000000001,-1.0625,25.89,0
2.159451961517334,0.13000000000000012,-1.0625,25.57,0
2.1793789863586426,0.16999999999999993,-1.0625,25.42,0
2.2001359462738037,0.18999999999999995,-0.96875,25.47,0
2.219456911087036,0.18999999999999995,-0.875,25.51,0
2.2398788928985596,0.19999999999999996,-0.65625,25.57,0
2.259251832962036,0.20999999999999996,-0.5625,25.63,0
2.2799999713897705,0.21999999999999997,-0.46875,25.89,0
