time,can1_NP_LatDegree [Unit_DegreOfArc],can1_NP_LongDegree [Unit_DegreOfArc],can1_NP_Fix []
12.800752878189087,47.437892,9.372551999999999,3
12.900763034820557,47.437892,9.372551999999999,3
13.000756978988647,47.437858999999996,9.372518,3
13.100893020629883,47.437858999999996,9.372518,3
13.200757026672363,47.437858999999996,9.372518,3
13.300796031951904,47.437858999999996,9.372518,3
13.400879144668579,47.437858999999996,9.372518,3
13.50088095664978,47.437858999999996,9.372518,3
13.60075306892395,47.437858999999996,9.372518,3
13.70088815689087,47.437858999999996,9.372518,3
13.80089020729065,47.437858999999996,9.372518,3
13.900874137878418,47.437858999999996,9.372518,3
14.00091290473938,47.437813999999996,9.37247,3
14.100879907608032,47.437813999999996,9.37247,3
14.200879096984863,47.437813999999996,9.37247,3
14.300883054733276,47.437813999999996,9.37247,3
14.400919198989868,47.437813999999996,9.37247,3
14.500936031341553,47.437813999999996,9.37247,3
14.60188603401184,47.437813999999996,9.37247,3
14.701134204864502,47.437813999999996,9.37247,3
14.800935983657837,47.437813999999996,9.37247,3
14.90089201927185,47.437813999999996,9.37247,3
15.001881122589111,47.437760999999995,9.37241,3
15.100883960723877,47.437760999999995,9.37241,3
15.20088005065918,47.437760999999995,9.37241,3
15.300877094268799,47.437760999999995,9.37241,3
15.40106201171875,47.437760999999995,9.37241,3
15.50112795829773,47.437760999999995,9.37241,3
15.601063966751099,47.437760999999995,9.37241,3
15.701016187667847,47.437760999999995,9.37241,3
15.801006078720093,47.437760999999995,9.37241,3
15.90100622177124,47.437760999999995,9.37241,3
16.001036167144775,47.437709,9.372349,3
16.10113215446472,47.437709,9.372349,3
16.201014041900635,47.437709,9.372349,3
16.301016092300415,47.437709,9.372349,3
16.401007175445557,47.437709,9.372349,3
16.501013040542603,47.437709,9.372349,3
16.602007150650024,47.437709,9.372349,3
16.701003074645996,47.437709,9.372349,3
16.801002025604248,47.437709,9.372349,3
16.9010009765625,47.437709,9.372349,3
17.00101113319397,47.437661,9.372292999999999,3
17.101250171661377,47.437661,9.372292999999999,3
17.201014041900635,47.437661,9.372292999999999,3
17.30100417137146,47.437661,9.372292999999999,3
17.40113115310669,47.437661,9.372292999999999,3
17.50113606452942,47.437661,9.372292999999999,3
17.602128982543945,47.437661,9.372292999999999,3
17.70105504989624,47.437661,9.372292999999999,3
17.801132202148438,47.437661,9.372292999999999,3
17.901132106781006,47.437661,9.372292999999999,3
18.00117802619934,47.437616,9.372244,3
18.101015090942383,47.437616,9.372244,3
18.201168060302734,47.437616,9.372244,3
18.301185131072998,47.437616,9.372244,3
18.401185035705566,47.437616,9.372244,3
18.50119400024414,47.437616,9.372244,3
18.601134061813354,47.437616,9.372244,3
18.701131105422974,47.437616,9.372244,3
18.801131010055542,47.437616,9.372244,3
18.901294231414795,47.437616,9.372244,3
19.00099515914917,47.437616,9.372244,3
19.10126495361328,47.437616,9.372244,3
19.201260089874268,47.437573,9.372202999999999,3
19.301172971725464,47.437573,9.372202999999999,3
19.401270151138306,47.437573,9.372202999999999,3
19.50126314163208,47.437573,9.372202999999999,3
19.60138201713562,47.437573,9.372202999999999,3
19.701187133789062,47.437573,9.372202999999999,3
19.801254987716675,47.437573,9.372202999999999,3
19.901324033737183,47.437573,9.372202999999999,3
20.001262187957764,47.437523999999996,9.372164,3
20.101410150527954,47.437523999999996,9.372164,3
20.201256036758423,47.437523999999996,9.372164,3
20.301424980163574,47.437523999999996,9.372164,3
20.4013729095459,47.437523999999996,9.372164,3
20.501287937164307,47.437523999999996,9.372164,3
20.601258993148804,47.437523999999996,9.372164,3
20.701316833496094,47.437523999999996,9.372164,3
20.801250219345093,47.437523999999996,9.372164,3
20.90132212638855,47.437523999999996,9.372164,3
21.001266956329346,47.437464999999996,9.372116,3
21.101380109786987,47.437464999999996,9.372116,3
21.201392889022827,47.437464999999996,9.372116,3
21.301379203796387,47.437464999999996,9.372116,3
21.401156902313232,47.437464999999996,9.372116,3
21.501451015472412,47.437464999999996,9.372116,3
21.602379083633423,47.437464999999996,9.372116,3
21.701328992843628,47.437464999999996,9.372116,3
21.80140709877014,47.437464999999996,9.372116,3
21.90140199661255,47.437464999999996,9.372116,3
22.001378059387207,47.437387,9.372059,3
22.101253032684326,47.437387,9.372059,3
22.201509952545166,47.437387,9.372059,3
22.30137825012207,47.437387,9.372059,3
22.401676177978516,47.437387,9.372059,3
22.50157403945923,47.437387,9.372059,3
22.601386070251465,47.437387,9.372059,3
22.701371908187866,47.437387,9.372059,3
22.80138397216797,47.437387,9.372059,3
22.90150213241577,47.437387,9.372059,3
23.00156021118164,47.43729,9.37199,3
23.101508140563965,47.43729,9.37199,3
23.201751232147217,47.43729,9.37199,3
23.301632165908813,47.43729,9.37199,3
23.40163803100586,47.43729,9.37199,3
23.50167202949524,47.43729,9.37199,3
23.60164523124695,47.43729,9.37199,3
23.701632022857666,47.43729,9.37199,3
23.801625967025757,47.43729,9.37199,3
23.901761054992676,47.43729,9.37199,3
24.001760005950928,47.437182,9.371919,3
24.10176110267639,47.437182,9.371919,3
24.201763153076172,47.437182,9.371919,3
24.30274796485901,47.437182,9.371919,3
24.401798009872437,47.437182,9.371919,3
24.501939058303833,47.437182,9.371919,3
24.601890087127686,47.437182,9.371919,3
24.7018780708313,47.437182,9.371919,3
24.802003145217896,47.437182,9.371919,3
24.902138233184814,47.437182,9.371919,3
25.00205397605896,47.437076,9.371855,3
25.10312819480896,47.437076,9.371855,3
25.202136039733887,47.437076,9.371855,3
25.30225896835327,47.437076,9.371855,3
25.402148246765137,47.437076,9.371855,3
25.502268075942993,47.437076,9.371855,3
25.602127075195312,47.437076,9.371855,3
25.702260971069336,47.437076,9.371855,3
25.8022038936615,47.437076,9.371855,3
25.90205693244934,47.437076,9.371855,3
26.002259969711304,47.436976,9.371805,3
26.10274910926819,47.436976,9.371805,3
26.202250003814697,47.436976,9.371805,3
26.301630973815918,47.436976,9.371805,3
26.402395963668823,47.436976,9.371805,3
26.501376152038574,47.436976,9.371805,3
26.60238003730774,47.436976,9.371805,3
26.702134132385254,47.436976,9.371805,3
26.801455974578857,47.436976,9.371805,3
26.902008056640625,47.436976,9.371805,3
27.00251007080078,47.436887,9.371763999999999,3
27.10175895690918,47.436887,9.371763999999999,3
27.201513051986694,47.436887,9.371763999999999,3
27.302640914916992,47.436887,9.371763999999999,3
27.40154194831848,47.436887,9.371763999999999,3
27.501499891281128,47.436887,9.371763999999999,3
27.602642059326172,47.436887,9.371763999999999,3
